kdrama_id,kdrama_name,recommended_title,recommended_id
7a67b20757a94827af468a2d9d21e660,Go Ho's Starry Night,"Noble, My Love",e2328f79d0e1432f8d5b22515801d9c1
7a67b20757a94827af468a2d9d21e660,Go Ho's Starry Night,Kiss Sixth Sense,aea89f18609e4274b07d2d04446b17c9
7a67b20757a94827af468a2d9d21e660,Go Ho's Starry Night,5-ji Kara 9-ji Made,
7a67b20757a94827af468a2d9d21e660,Go Ho's Starry Night,What's Wrong with Secretary Kim,8b077b78582d4cbb978847dfcb394e13
d6a3b29923c641d9a04ff7d659b1ebd7,After the Show Ends,No Recommendation,
a6c8d668f323497f8bcfb057def0b2df,Secrets of Women,Yellow Boots,
a6c8d668f323497f8bcfb057def0b2df,Secrets of Women,Miss Monte-Cristo,4ace8a3e3a0a4c7eb2a95d466facc135
cd108ac3e4da4bc1888944cfc2fa872c,Oh My God! Tip Series 3,No Recommendation,
356533ac01d9409083a0f5a704b9b2f6,Once Upon a Time in Gwangju,No Recommendation,
589ef9d805e64ce9b0401de350b84c85,Wanted,Defendant,026929b5d8764669813da22254fc7255
589ef9d805e64ce9b0401de350b84c85,Wanted,Mother,4fa97eeab99349eab1716ef2a2bc3a99
589ef9d805e64ce9b0401de350b84c85,Wanted,Midnight FM,
589ef9d805e64ce9b0401de350b84c85,Wanted,God's Gift: 14 Days,
589ef9d805e64ce9b0401de350b84c85,Wanted,My Beautiful Bride,e265f560507a46e990db066cdb69d49b
589ef9d805e64ce9b0401de350b84c85,Wanted,Two Weeks,
ea46118bcd104fa7a28acc89061bd3bf,A Beautiful Mind,Doctor John,953e7b3c75de45eb94e3aa320dd0a6df
ea46118bcd104fa7a28acc89061bd3bf,A Beautiful Mind,Cheese in the Trap,b6cc5875d0a24cd182486e785f626dcd
ea46118bcd104fa7a28acc89061bd3bf,A Beautiful Mind,Born Again,dda080cab42244c99e5ae03ae4ea7a9d
ea46118bcd104fa7a28acc89061bd3bf,A Beautiful Mind,Stranger,0cf45137b1fa47b6bfcbf74ccd2543ce
